serialNumber,date,latestFullness,fullnessThreshold,reason_code,longitude,latitude,year,month,day,weekday
1511212,2020-07-17,0.0,8.0,2,144.66128,-37.900181,2020,7,17,4
1511212,2020-07-18,0.0,8.0,2,144.66128,-37.900181,2020,7,18,5
1511212,2020-07-19,0.0,8.0,2,144.66128,-37.900181,2020,7,19,6
1511212,2020-07-20,4.0,8.0,2,144.66128,-37.900181,2020,7,20,0
1511212,2020-07-21,6.0,8.0,2,144.66128,-37.900181,2020,7,21,1
1511212,2020-07-22,8.0,8.0,1,144.66128,-37.900181,2020,7,22,2
1511212,2020-07-23,8.0,8.0,1,144.66128,-37.900181,2020,7,23,3
1511212,2020-07-24,0.0,8.0,2,144.66128,-37.900181,2020,7,24,4
1511212,2020-07-25,0.0,8.0,2,144.66128,-37.900181,2020,7,25,5
1511212,2020-07-26,0.0,8.0,2,144.66128,-37.900181,2020,7,26,6
1511212,2020-07-27,0.0,8.0,2,144.66128,-37.900181,2020,7,27,0
1511212,2020-07-28,8.0,8.0,1,144.66128,-37.900181,2020,7,28,1
1511212,2020-07-29,0.0,8.0,2,144.66128,-37.900181,2020,7,29,2
1511212,2020-07-30,0.0,8.0,2,144.66128,-37.900181,2020,7,30,3
1511212,2020-07-31,0.0,8.0,2,144.66128,-37.900181,2020,7,31,4
1511212,2020-08-01,0.0,8.0,2,144.66128,-37.900181,2020,8,1,5
1511212,2020-08-02,2.0,8.0,2,144.66128,-37.900181,2020,8,2,6
1511212,2020-08-03,4.0,8.0,2,144.66128,-37.900181,2020,8,3,0
1511212,2020-08-04,8.0,8.0,1,144.66128,-37.900181,2020,8,4,1
1511212,2020-08-05,0.0,8.0,2,144.66128,-37.900181,2020,8,5,2
1511212,2020-08-06,0.0,8.0,2,144.66128,-37.900181,2020,8,6,3
1511212,2020-08-07,0.0,8.0,2,144.66128,-37.900181,2020,8,7,4
1511212,2020-08-08,0.0,8.0,2,144.66128,-37.900181,2020,8,8,5
1511212,2020-08-09,0.0,8.0,2,144.66128,-37.900181,2020,8,9,6
1511212,2020-08-10,0.0,8.0,2,144.66128,-37.900181,2020,8,10,0
1511212,2020-08-11,8.0,8.0,1,144.66128,-37.900181,2020,8,11,1
1511212,2020-08-12,0.0,8.0,2,144.66128,-37.900181,2020,8,12,2
1511212,2020-08-13,0.0,8.0,2,144.66128,-37.900181,2020,8,13,3
1511212,2020-08-14,0.0,8.0,2,144.66128,-37.900181,2020,8,14,4
1511212,2020-08-15,0.0,8.0,2,144.66128,-37.900181,2020,8,15,5
1511212,2020-08-16,0.0,8.0,2,144.66128,-37.900181,2020,8,16,6
1511212,2020-08-17,0.0,8.0,2,144.66128,-37.900181,2020,8,17,0
1511212,2020-08-18,4.0,8.0,2,144.66128,-37.900181,2020,8,18,1
1511212,2020-08-19,4.0,8.0,2,144.66128,-37.900181,2020,8,19,2
1511212,2020-08-20,8.0,8.0,1,144.66128,-37.900181,2020,8,20,3
1511212,2020-08-21,0.0,8.0,2,144.66128,-37.900181,2020,8,21,4
1511212,2020-08-22,0.0,8.0,2,144.66128,-37.900181,2020,8,22,5
1511212,2020-08-23,0.0,8.0,2,144.66128,-37.900181,2020,8,23,6
1511212,2020-08-24,0.0,8.0,2,144.66128,-37.900181,2020,8,24,0
1511212,2020-08-25,0.0,8.0,2,144.66128,-37.900181,2020,8,25,1
1511212,2020-08-26,0.0,8.0,2,144.66128,-37.900181,2020,8,26,2
1511212,2020-08-27,0.0,8.0,2,144.66128,-37.900181,2020,8,27,3
1511212,2020-08-28,0.0,8.0,2,144.66128,-37.900181,2020,8,28,4
1511212,2020-08-29,0.0,8.0,2,144.66128,-37.900181,2020,8,29,5
1511212,2020-08-30,6.0,8.0,2,144.66128,-37.900181,2020,8,30,6
1511212,2020-08-31,8.0,8.0,1,144.66128,-37.900181,2020,8,31,0
1511212,2020-09-01,8.0,8.0,1,144.66128,-37.900181,2020,9,1,1
1511212,2020-09-02,0.0,8.0,2,144.66128,-37.900181,2020,9,2,2
1511212,2020-09-03,0.0,8.0,2,144.66128,-37.900181,2020,9,3,3
1511212,2020-09-04,0.0,8.0,2,144.66128,-37.900181,2020,9,4,4
1511212,2020-09-05,0.0,8.0,2,144.66128,-37.900181,2020,9,5,5
1511212,2020-09-06,0.0,8.0,2,144.66128,-37.900181,2020,9,6,6
1511212,2020-09-07,6.0,8.0,2,144.66128,-37.900181,2020,9,7,0
1511212,2020-09-08,8.0,8.0,1,144.66128,-37.900181,2020,9,8,1
1511212,2020-09-09,0.0,8.0,2,144.66128,-37.900181,2020,9,9,2
1511212,2020-09-10,0.0,8.0,2,144.66128,-37.900181,2020,9,10,3
1511212,2020-09-11,0.0,8.0,2,144.66128,-37.900181,2020,9,11,4
1511212,2020-09-12,0.0,8.0,2,144.66128,-37.900181,2020,9,12,5
1511212,2020-09-13,0.0,8.0,2,144.66128,-37.900181,2020,9,13,6
1511212,2020-09-14,0.0,8.0,2,144.66128,-37.900181,2020,9,14,0
1511212,2020-09-15,0.0,8.0,2,144.66128,-37.900181,2020,9,15,1
1511212,2020-09-16,4.0,8.0,2,144.66128,-37.900181,2020,9,16,2
1511212,2020-09-17,8.0,8.0,1,144.66128,-37.900181,2020,9,17,3
1511212,2020-09-18,0.0,8.0,2,144.66128,-37.900181,2020,9,18,4
1511212,2020-09-19,0.0,8.0,2,144.66128,-37.900181,2020,9,19,5
1511212,2020-09-20,0.0,8.0,2,144.66128,-37.900181,2020,9,20,6
1511212,2020-09-21,8.0,8.0,1,144.66128,-37.900181,2020,9,21,0
1511212,2020-09-22,0.0,8.0,2,144.66128,-37.900181,2020,9,22,1
1511212,2020-09-23,0.0,8.0,2,144.66128,-37.900181,2020,9,23,2
1511212,2020-09-24,0.0,8.0,2,144.66128,-37.900181,2020,9,24,3
1511212,2020-09-25,0.0,8.0,2,144.66128,-37.900181,2020,9,25,4
1511212,2020-09-26,0.0,8.0,2,144.66128,-37.900181,2020,9,26,5
1511212,2020-09-27,0.0,8.0,2,144.66128,-37.900181,2020,9,27,6
1511212,2020-09-28,0.0,8.0,2,144.66128,-37.900181,2020,9,28,0
1511212,2020-09-29,8.0,8.0,1,144.66128,-37.900181,2020,9,29,1
1511212,2020-09-30,0.0,8.0,2,144.66128,-37.900181,2020,9,30,2
1511212,2020-10-01,0.0,8.0,2,144.66128,-37.900181,2020,10,1,3
1511212,2020-10-02,0.0,8.0,2,144.66128,-37.900181,2020,10,2,4
1511212,2020-10-03,0.0,8.0,2,144.66128,-37.900181,2020,10,3,5
1511212,2020-10-04,4.0,8.0,2,144.66128,-37.900181,2020,10,4,6
1511212,2020-10-05,4.0,8.0,2,144.66128,-37.900181,2020,10,5,0
1511212,2020-10-06,8.0,8.0,1,144.66128,-37.900181,2020,10,6,1
1511212,2020-10-07,0.0,8.0,2,144.66128,-37.900181,2020,10,7,2
1511212,2020-10-08,0.0,8.0,2,144.66128,-37.900181,2020,10,8,3
1511212,2020-10-09,2.0,8.0,2,144.66128,-37.900181,2020,10,9,4
1511212,2020-10-10,2.0,8.0,2,144.66128,-37.900181,2020,10,10,5
1511212,2020-10-11,2.0,8.0,2,144.66128,-37.900181,2020,10,11,6
1511212,2020-10-12,2.0,8.0,2,144.66128,-37.900181,2020,10,12,0
1511212,2020-10-13,2.0,8.0,2,144.66128,-37.900181,2020,10,13,1
1511212,2020-10-14,4.0,8.0,2,144.66128,-37.900181,2020,10,14,2
1511212,2020-10-15,4.0,8.0,2,144.66128,-37.900181,2020,10,15,3
1511212,2020-10-16,0.0,8.0,2,144.66128,-37.900181,2020,10,16,4
1511212,2020-10-17,0.0,8.0,2,144.66128,-37.900181,2020,10,17,5
1511212,2020-10-18,2.0,8.0,2,144.66128,-37.900181,2020,10,18,6
1511212,2020-10-19,2.0,8.0,2,144.66128,-37.900181,2020,10,19,0
1511212,2020-10-20,8.0,8.0,1,144.66128,-37.900181,2020,10,20,1
1511212,2020-10-21,0.0,8.0,2,144.66128,-37.900181,2020,10,21,2
1511212,2020-10-22,0.0,8.0,2,144.66128,-37.900181,2020,10,22,3
1511212,2020-10-23,0.0,8.0,2,144.66128,-37.900181,2020,10,23,4
1511212,2020-10-24,2.0,8.0,2,144.66128,-37.900181,2020,10,24,5
1511212,2020-10-25,2.0,8.0,2,144.66128,-37.900181,2020,10,25,6
1511212,2020-10-26,8.0,8.0,1,144.66128,-37.900181,2020,10,26,0
1511212,2020-10-27,0.0,8.0,2,144.66128,-37.900181,2020,10,27,1
1511212,2020-10-28,0.0,8.0,2,144.66128,-37.900181,2020,10,28,2
1511212,2020-10-29,0.0,8.0,2,144.66128,-37.900181,2020,10,29,3
1511212,2020-10-30,0.0,8.0,2,144.66128,-37.900181,2020,10,30,4
1511212,2020-10-31,0.0,8.0,2,144.66128,-37.900181,2020,10,31,5
1511212,2020-11-01,0.0,8.0,2,144.66128,-37.900181,2020,11,1,6
1511212,2020-11-02,6.0,8.0,2,144.66128,-37.900181,2020,11,2,0
1511212,2020-11-03,8.0,8.0,1,144.66128,-37.900181,2020,11,3,1
1511212,2020-11-04,0.0,8.0,2,144.66128,-37.900181,2020,11,4,2
1511212,2020-11-05,0.0,8.0,2,144.66128,-37.900181,2020,11,5,3
1511212,2020-11-06,2.0,8.0,2,144.66128,-37.900181,2020,11,6,4
1511212,2020-11-07,4.0,8.0,2,144.66128,-37.900181,2020,11,7,5
1511212,2020-11-08,6.0,8.0,2,144.66128,-37.900181,2020,11,8,6
1511212,2020-11-09,8.0,8.0,1,144.66128,-37.900181,2020,11,9,0
1511212,2020-11-10,0.0,8.0,2,144.66128,-37.900181,2020,11,10,1
1511212,2020-11-11,0.0,8.0,2,144.66128,-37.900181,2020,11,11,2
1511212,2020-11-12,0.0,8.0,2,144.66128,-37.900181,2020,11,12,3
1511212,2020-11-13,0.0,8.0,2,144.66128,-37.900181,2020,11,13,4
1511212,2020-11-14,0.0,8.0,2,144.66128,-37.900181,2020,11,14,5
1511212,2020-11-15,0.0,8.0,2,144.66128,-37.900181,2020,11,15,6
1511212,2020-11-16,4.0,8.0,2,144.66128,-37.900181,2020,11,16,0
1511212,2020-11-17,4.0,8.0,2,144.66128,-37.900181,2020,11,17,1
1511212,2020-11-18,8.0,8.0,1,144.66128,-37.900181,2020,11,18,2
1511212,2020-11-19,8.0,8.0,1,144.66128,-37.900181,2020,11,19,3
1511212,2020-11-20,0.0,8.0,2,144.66128,-37.900181,2020,11,20,4
1511212,2020-11-21,0.0,8.0,2,144.66128,-37.900181,2020,11,21,5
1511212,2020-11-22,0.0,8.0,2,144.66128,-37.900181,2020,11,22,6
1511212,2020-11-23,0.0,8.0,2,144.66128,-37.900181,2020,11,23,0
1511212,2020-11-24,6.0,8.0,2,144.66128,-37.900181,2020,11,24,1
1511212,2020-11-25,8.0,8.0,1,144.66128,-37.900181,2020,11,25,2
1511212,2020-11-26,8.0,8.0,1,144.66128,-37.900181,2020,11,26,3
1511212,2020-11-27,0.0,8.0,2,144.66128,-37.900181,2020,11,27,4
1511212,2020-11-28,0.0,8.0,2,144.66128,-37.900181,2020,11,28,5
1511212,2020-11-29,6.0,8.0,2,144.66128,-37.900181,2020,11,29,6
1511212,2020-11-30,8.0,8.0,1,144.66128,-37.900181,2020,11,30,0
1511212,2020-12-01,0.0,8.0,2,144.66128,-37.900181,2020,12,1,1
1511212,2020-12-02,0.0,8.0,2,144.66128,-37.900181,2020,12,2,2
1511212,2020-12-03,4.0,8.0,2,144.66128,-37.900181,2020,12,3,3
1511212,2020-12-04,8.0,8.0,1,144.66128,-37.900181,2020,12,4,4
1511212,2020-12-05,0.0,8.0,2,144.66128,-37.900181,2020,12,5,5
1511212,2020-12-06,0.0,8.0,2,144.66128,-37.900181,2020,12,6,6
1511212,2020-12-07,4.0,8.0,2,144.66128,-37.900181,2020,12,7,0
1511212,2020-12-08,4.0,8.0,2,144.66128,-37.900181,2020,12,8,1
1511212,2020-12-09,10.0,8.0,1,144.66128,-37.900181,2020,12,9,2
1511212,2020-12-10,0.0,8.0,2,144.66128,-37.900181,2020,12,10,3
1511212,2020-12-11,0.0,8.0,2,144.66128,-37.900181,2020,12,11,4
1511212,2020-12-12,0.0,8.0,2,144.66128,-37.900181,2020,12,12,5
1511212,2020-12-13,0.0,8.0,2,144.66128,-37.900181,2020,12,13,6
1511212,2020-12-14,4.0,8.0,2,144.66128,-37.900181,2020,12,14,0
1511212,2020-12-15,8.0,8.0,1,144.66128,-37.900181,2020,12,15,1
1511212,2020-12-16,0.0,8.0,2,144.66128,-37.900181,2020,12,16,2
1511212,2020-12-17,1.6666666666666667,8.0,2,144.66128,-37.900181,2020,12,17,3
1511212,2020-12-18,3.3333333333333335,8.0,2,144.66128,-37.900181,2020,12,18,4
1511212,2020-12-19,5.0,8.0,2,144.66128,-37.900181,2020,12,19,5
1511212,2020-12-20,6.666666666666667,8.0,2,144.66128,-37.900181,2020,12,20,6
1511212,2020-12-21,8.333333333333334,8.0,2,144.66128,-37.900181,2020,12,21,0
1511212,2020-12-22,10.0,8.0,1,144.66128,-37.900181,2020,12,22,1
1511212,2020-12-23,0.0,8.0,2,144.66128,-37.900181,2020,12,23,2
1511212,2020-12-24,0.0,8.0,2,144.66128,-37.900181,2020,12,24,3
1511212,2020-12-25,0.0,8.0,2,144.66128,-37.900181,2020,12,25,4
1511212,2020-12-26,0.0,8.0,2,144.66128,-37.900181,2020,12,26,5
1511212,2020-12-27,0.0,8.0,2,144.66128,-37.900181,2020,12,27,6
1511212,2020-12-28,4.0,8.0,2,144.66128,-37.900181,2020,12,28,0
1511212,2020-12-29,6.0,8.0,2,144.66128,-37.900181,2020,12,29,1
1511212,2020-12-30,8.0,8.0,1,144.66128,-37.900181,2020,12,30,2
1511212,2020-12-31,8.0,8.0,1,144.66128,-37.900181,2020,12,31,3
1511212,2021-01-01,0.0,8.0,2,144.66128,-37.900181,2021,1,1,4
1511212,2021-01-02,0.0,8.0,2,144.66128,-37.900181,2021,1,2,5
1511212,2021-01-03,0.0,8.0,2,144.66128,-37.900181,2021,1,3,6
1511212,2021-01-04,4.0,8.0,2,144.66128,-37.900181,2021,1,4,0
1511212,2021-01-05,4.0,8.0,2,144.66128,-37.900181,2021,1,5,1
1511212,2021-01-06,6.0,8.0,2,144.66128,-37.900181,2021,1,6,2
1511212,2021-01-07,6.0,8.0,2,144.66128,-37.900181,2021,1,7,3
1511212,2021-01-08,0.0,8.0,2,144.66128,-37.900181,2021,1,8,4
1511212,2021-01-09,0.0,8.0,2,144.66128,-37.900181,2021,1,9,5
1511212,2021-01-10,6.0,8.0,2,144.66128,-37.900181,2021,1,10,6
1511212,2021-01-11,6.0,8.0,2,144.66128,-37.900181,2021,1,11,0
1511212,2021-01-12,8.0,8.0,1,144.66128,-37.900181,2021,1,12,1
1511212,2021-01-13,0.0,8.0,2,144.66128,-37.900181,2021,1,13,2
1511212,2021-01-14,0.0,8.0,2,144.66128,-37.900181,2021,1,14,3
1511212,2021-01-15,0.0,8.0,2,144.66128,-37.900181,2021,1,15,4
1511212,2021-01-16,0.0,8.0,2,144.66128,-37.900181,2021,1,16,5
1511212,2021-01-17,0.0,8.0,2,144.66128,-37.900181,2021,1,17,6
1511212,2021-01-18,0.0,8.0,2,144.66128,-37.900181,2021,1,18,0
1511212,2021-01-19,6.0,8.0,2,144.66128,-37.900181,2021,1,19,1
1511212,2021-01-20,8.0,8.0,1,144.66128,-37.900181,2021,1,20,2
1511212,2021-01-21,0.0,8.0,2,144.66128,-37.900181,2021,1,21,3
1511212,2021-01-22,0.0,8.0,2,144.66128,-37.900181,2021,1,22,4
1511212,2021-01-23,0.0,8.0,2,144.66128,-37.900181,2021,1,23,5
1511212,2021-01-24,8.0,8.0,1,144.66128,-37.900181,2021,1,24,6
1511212,2021-01-25,0.0,8.0,2,144.66128,-37.900181,2021,1,25,0
1511212,2021-01-26,2.0,8.0,2,144.66128,-37.900181,2021,1,26,1
1511212,2021-01-27,2.0,8.0,2,144.66128,-37.900181,2021,1,27,2
1511212,2021-01-28,2.0,8.0,2,144.66128,-37.900181,2021,1,28,3
1511212,2021-01-29,0.0,8.0,2,144.66128,-37.900181,2021,1,29,4
1511212,2021-01-30,6.0,8.0,2,144.66128,-37.900181,2021,1,30,5
1511212,2021-01-31,6.0,8.0,2,144.66128,-37.900181,2021,1,31,6
1511212,2021-02-01,8.0,8.0,1,144.66128,-37.900181,2021,2,1,0
1511212,2021-02-02,8.0,8.0,1,144.66128,-37.900181,2021,2,2,1
1511212,2021-02-03,0.0,8.0,2,144.66128,-37.900181,2021,2,3,2
1511212,2021-02-04,0.0,8.0,2,144.66128,-37.900181,2021,2,4,3
1511212,2021-02-05,0.0,8.0,2,144.66128,-37.900181,2021,2,5,4
1511212,2021-02-06,4.0,8.0,2,144.66128,-37.900181,2021,2,6,5
1511212,2021-02-07,8.0,8.0,1,144.66128,-37.900181,2021,2,7,6
1511212,2021-02-08,0.0,8.0,2,144.66128,-37.900181,2021,2,8,0
1511212,2021-02-09,0.0,8.0,2,144.66128,-37.900181,2021,2,9,1
1511212,2021-02-10,4.0,8.0,2,144.66128,-37.900181,2021,2,10,2
1511212,2021-02-11,8.0,8.0,1,144.66128,-37.900181,2021,2,11,3
1511212,2021-02-12,0.0,8.0,2,144.66128,-37.900181,2021,2,12,4
1511212,2021-02-13,0.0,8.0,2,144.66128,-37.900181,2021,2,13,5
1511212,2021-02-14,8.0,8.0,1,144.66128,-37.900181,2021,2,14,6
1511212,2021-02-15,0.0,8.0,2,144.66128,-37.900181,2021,2,15,0
1511212,2021-02-16,0.0,8.0,2,144.66128,-37.900181,2021,2,16,1
1511212,2021-02-17,0.0,8.0,2,144.66128,-37.900181,2021,2,17,2
1511212,2021-02-18,8.0,8.0,1,144.66128,-37.900181,2021,2,18,3
1511212,2021-02-19,0.0,8.0,2,144.66128,-37.900181,2021,2,19,4
1511212,2021-02-20,0.0,8.0,2,144.66128,-37.900181,2021,2,20,5
1511212,2021-02-21,0.0,8.0,2,144.66128,-37.900181,2021,2,21,6
1511212,2021-02-22,0.0,8.0,2,144.66128,-37.900181,2021,2,22,0
1511212,2021-02-23,8.0,8.0,1,144.66128,-37.900181,2021,2,23,1
1511212,2021-02-24,0.0,8.0,2,144.66128,-37.900181,2021,2,24,2
1511212,2021-02-25,8.0,8.0,1,144.66128,-37.900181,2021,2,25,3
1511212,2021-02-26,0.0,8.0,2,144.66128,-37.900181,2021,2,26,4
1511212,2021-02-27,0.0,8.0,2,144.66128,-37.900181,2021,2,27,5
1511212,2021-02-28,0.0,8.0,2,144.66128,-37.900181,2021,2,28,6
1511212,2021-03-01,0.0,8.0,2,144.66128,-37.900181,2021,3,1,0
1511212,2021-03-02,4.0,8.0,2,144.66128,-37.900181,2021,3,2,1
1511212,2021-03-03,4.0,8.0,2,144.66128,-37.900181,2021,3,3,2
1511212,2021-03-04,8.0,8.0,1,144.66128,-37.900181,2021,3,4,3
1511212,2021-03-05,0.0,8.0,2,144.66128,-37.900181,2021,3,5,4
1511212,2021-03-06,0.0,8.0,2,144.66128,-37.900181,2021,3,6,5
1511212,2021-03-07,0.0,8.0,2,144.66128,-37.900181,2021,3,7,6
1511212,2021-03-08,8.0,8.0,1,144.66128,-37.900181,2021,3,8,0
1511212,2021-03-09,0.0,8.0,2,144.66128,-37.900181,2021,3,9,1
1511212,2021-03-10,0.0,8.0,2,144.66128,-37.900181,2021,3,10,2
1511212,2021-03-11,0.0,8.0,2,144.66128,-37.900181,2021,3,11,3
1511212,2021-03-12,0.0,8.0,2,144.66128,-37.900181,2021,3,12,4
1511212,2021-03-13,0.0,8.0,2,144.66128,-37.900181,2021,3,13,5
1511212,2021-03-14,8.0,8.0,1,144.66128,-37.900181,2021,3,14,6
1511212,2021-03-15,0.0,8.0,2,144.66128,-37.900181,2021,3,15,0
1511212,2021-03-16,0.0,8.0,2,144.66128,-37.900181,2021,3,16,1
1511212,2021-03-17,0.0,8.0,2,144.66128,-37.900181,2021,3,17,2
1511212,2021-03-18,2.0,8.0,2,144.66128,-37.900181,2021,3,18,3
1511212,2021-03-19,0.0,8.0,2,144.66128,-37.900181,2021,3,19,4
1511212,2021-03-20,0.0,8.0,2,144.66128,-37.900181,2021,3,20,5
1511212,2021-03-21,8.0,8.0,1,144.66128,-37.900181,2021,3,21,6
1511212,2021-03-22,0.0,8.0,2,144.66128,-37.900181,2021,3,22,0
1511212,2021-03-23,0.0,8.0,2,144.66128,-37.900181,2021,3,23,1
1511212,2021-03-24,0.0,8.0,2,144.66128,-37.900181,2021,3,24,2
1511212,2021-03-25,6.0,8.0,2,144.66128,-37.900181,2021,3,25,3
1511212,2021-03-26,0.0,8.0,2,144.66128,-37.900181,2021,3,26,4
1511212,2021-03-27,0.0,8.0,2,144.66128,-37.900181,2021,3,27,5
1511212,2021-03-28,0.0,8.0,2,144.66128,-37.900181,2021,3,28,6
1511212,2021-03-29,6.0,8.0,2,144.66128,-37.900181,2021,3,29,0
1511212,2021-03-30,8.0,8.0,1,144.66128,-37.900181,2021,3,30,1
1511212,2021-03-31,10.0,8.0,1,144.66128,-37.900181,2021,3,31,2
1511212,2021-04-01,10.0,8.0,1,144.66128,-37.900181,2021,4,1,3
1511212,2021-04-02,0.0,8.0,2,144.66128,-37.900181,2021,4,2,4
1511212,2021-04-03,0.0,8.0,2,144.66128,-37.900181,2021,4,3,5
1511212,2021-04-04,0.0,8.0,2,144.66128,-37.900181,2021,4,4,6
1511212,2021-04-05,6.0,8.0,2,144.66128,-37.900181,2021,4,5,0
1511212,2021-04-06,8.0,8.0,1,144.66128,-37.900181,2021,4,6,1
1511212,2021-04-07,0.0,8.0,2,144.66128,-37.900181,2021,4,7,2
1511212,2021-04-08,0.0,8.0,2,144.66128,-37.900181,2021,4,8,3
1511212,2021-04-09,0.0,8.0,2,144.66128,-37.900181,2021,4,9,4
1511212,2021-04-10,0.0,8.0,2,144.66128,-37.900181,2021,4,10,5
1511212,2021-04-11,0.0,8.0,2,144.66128,-37.900181,2021,4,11,6
1511212,2021-04-12,0.0,8.0,2,144.66128,-37.900181,2021,4,12,0
1511212,2021-04-13,0.0,8.0,2,144.66128,-37.900181,2021,4,13,1
1511212,2021-04-14,0.0,8.0,2,144.66128,-37.900181,2021,4,14,2
1511212,2021-04-15,0.0,8.0,2,144.66128,-37.900181,2021,4,15,3
1511212,2021-04-16,2.0,8.0,2,144.66128,-37.900181,2021,4,16,4
1511212,2021-04-17,2.0,8.0,2,144.66128,-37.900181,2021,4,17,5
1511212,2021-04-18,2.0,8.0,2,144.66128,-37.900181,2021,4,18,6
1511212,2021-04-19,2.0,8.0,2,144.66128,-37.900181,2021,4,19,0
1511212,2021-04-20,4.0,8.0,2,144.66128,-37.900181,2021,4,20,1
1511212,2021-04-21,4.0,8.0,2,144.66128,-37.900181,2021,4,21,2
1511212,2021-04-22,8.0,8.0,1,144.66128,-37.900181,2021,4,22,3
1511212,2021-04-23,0.0,8.0,2,144.66128,-37.900181,2021,4,23,4
1511212,2021-04-24,0.0,8.0,2,144.66128,-37.900181,2021,4,24,5
1511212,2021-04-25,0.0,8.0,2,144.66128,-37.900181,2021,4,25,6
1511212,2021-04-26,4.0,8.0,2,144.66128,-37.900181,2021,4,26,0
1511212,2021-04-27,4.0,8.0,2,144.66128,-37.900181,2021,4,27,1
1511212,2021-04-28,8.0,8.0,1,144.66128,-37.900181,2021,4,28,2
1511212,2021-04-29,8.0,8.0,1,144.66128,-37.900181,2021,4,29,3
1511212,2021-04-30,0.0,8.0,2,144.66128,-37.900181,2021,4,30,4
1511212,2021-05-01,0.0,8.0,2,144.66128,-37.900181,2021,5,1,5
1511212,2021-05-02,8.0,8.0,1,144.66128,-37.900181,2021,5,2,6
1511212,2021-05-03,0.0,8.0,2,144.66128,-37.900181,2021,5,3,0
1511213,2018-06-26,8.0,8.0,1,144.6611613075,-37.9013126406,2018,6,26,1
1511213,2018-06-27,0.0,8.0,2,144.6611613075,-37.9013126406,2018,6,27,2
1511213,2018-06-28,0.0,8.0,2,144.6611613075,-37.9013126406,2018,6,28,3
1511213,2018-06-29,6.0,8.0,2,144.6611613075,-37.9013126406,2018,6,29,4
1511213,2018-06-30,0.0,8.0,2,144.6611613075,-37.9013126406,2018,6,30,5
1511213,2018-07-01,6.0,8.0,2,144.6611613075,-37.9013126406,2018,7,1,6
1511213,2018-07-02,6.0,8.0,2,144.6611613075,-37.9013126406,2018,7,2,0
1511213,2018-07-03,8.0,8.0,1,144.6611613075,-37.9013126406,2018,7,3,1
1511213,2018-07-04,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,4,2
1511213,2018-07-05,4.0,8.0,2,144.6611613075,-37.9013126406,2018,7,5,3
1511213,2018-07-06,4.0,8.0,2,144.6611613075,-37.9013126406,2018,7,6,4
1511213,2018-07-07,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,7,5
1511213,2018-07-08,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,8,6
1511213,2018-07-09,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,9,0
1511213,2018-07-10,6.0,8.0,2,144.6611613075,-37.9013126406,2018,7,10,1
1511213,2018-07-11,8.0,8.0,1,144.6611613075,-37.9013126406,2018,7,11,2
1511213,2018-07-12,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,12,3
1511213,2018-07-13,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,13,4
1511213,2018-07-14,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,14,5
1511213,2018-07-15,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,15,6
1511213,2018-07-16,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,16,0
1511213,2018-07-17,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,17,1
1511213,2018-07-18,8.0,8.0,1,144.6611613075,-37.9013126406,2018,7,18,2
1511213,2018-07-19,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,19,3
1511213,2018-07-20,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,20,4
1511213,2018-07-21,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,21,5
1511213,2018-07-22,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,22,6
1511213,2018-07-23,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,23,0
1511213,2018-07-24,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,24,1
1511213,2018-07-25,6.0,8.0,2,144.6611613075,-37.9013126406,2018,7,25,2
1511213,2018-07-26,6.0,8.0,2,144.6611613075,-37.9013126406,2018,7,26,3
1511213,2018-07-27,8.0,8.0,1,144.6611613075,-37.9013126406,2018,7,27,4
1511213,2018-07-28,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,28,5
1511213,2018-07-29,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,29,6
1511213,2018-07-30,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,30,0
1511213,2018-07-31,0.0,8.0,2,144.6611613075,-37.9013126406,2018,7,31,1
1511213,2018-08-01,4.0,8.0,2,144.6611613075,-37.9013126406,2018,8,1,2
1511213,2018-08-02,4.0,8.0,2,144.6611613075,-37.9013126406,2018,8,2,3
1511213,2018-08-03,8.0,8.0,1,144.6611613075,-37.9013126406,2018,8,3,4
1511213,2018-08-04,0.0,8.0,2,144.6611613075,-37.9013126406,2018,8,4,5
1511213,2018-08-05,0.0,8.0,2,144.6611613075,-37.9013126406,2018,8,5,6
1511213,2018-08-06,0.0,8.0,2,144.6611613075,-37.9013126406,2018,8,6,0
1511213,2018-08-07,0.0,8.0,2,144.6611613075,-37.9013126406,2018,8,7,1
1511213,2018-08-08,8.0,8.0,1,144.6611613075,-37.9013126406,2018,8,8,2
